V1,V2
guy luggag san jose suppos deliv hotel hour ago pleas contact,0
flown figur worth mile lifetim first last ever flight us airway,0
pls get back tallahasse one ever strand gainesvill long,0
miser airlin loss revenu reflect go extinct merger delay inevit,0
point merger just go busi turn profit anymor,0
love just give feedback link fill person info form guy best,0
final got ahold agent anoth hour thank follow recommend call back featur,0
ringl brother barnum bailey keep eye peel clown car,0
mention fact flight delay comput,0
add frequent flyer number websit can help,0
get plane wait hour half speak someon reflight book problem,0
pleas trivial joke slow day slow experi,0
agent phx custom servic desk hour ago line peopl long,0
sorri help midnight pst hell still hold minut custom servic line,0
like thought america us airway start oper rule communist russia,0
guy nice just give rout jet blue southwest least treat custom proper,0
nope appar way guy busi guess fli southwest blue now,0
keep think massiv practic joke someon gonna appear thin air take reno tonight,0
peopl line one agent,0
way plan ben wait line custom servic phx hour,0
alreadi plan local boycott washington dc area,0
can legitim say rather driven cross countri flown us airway,0
despit fact see answer peopl twitter mundan qs refus answer,0
guy worst airlin ever dealt notif keep custom updat terribl servic,0
hey guy thank answer thank keep hold hour custom servic pm pst,0
fine realli like pick seat,1
worst airlin ever travel,0
lazi inconsider unprofession airlin ever travel,0
pride servic concern wife everyon els flight just care,0
now u horribl peopl say sleep,0
charg compani wife miss connect ca sent luggag anoth flight,0
call hung,0
got messag site call flight just gave hold hour httptcocdxroa,0
usairway lost passeng today uphold promis excel custom servic,0
yet staff philadelphia fail send luggag home alwayshappensther angrytravel,0
ok th tri todaygiv am minut hold time terribl httptcopsqrpsil,0
number email purpos send tweet,0
thank next time,1
still say check flight inform incorrect everyth enter correct,0
say estim leav hour ago left yet thank use inform theworstairlin,0
custom servic horrend way employe speak custom lack care problem flight,0
mom sit hour wait flight ultim cancel flight give tuesday morn flight compens ugh,0
anyon airlin know job,0
worst airlin time,0
deni standbi bc check bag cvg phl take delay hrs late flightrexcept u lost bag cvg,0
remind today fli,0
look like bag rescu thank,1
tri get book reserv system let day ridicul,0
worst,0
make folk run gate c a b explan zero cart transfer elder handicap phl,0
wait airplan total hour take flight today usual happen,0
given option new flight get plane phlmia year eventprof worst travel experi ever,0
let u stand flight due check bag caus u get hour late flightr get phl amp bag make,0
absolut worst experi life phl hrs fail departur gate zero communic help,0
soon call custom servic speak repres disconnect,0
tri call custom servic sinc pm hour disconnect spoke one,0
give us inform attitud,0
attend gate enjoy watch flight destin take horribl attend give us,0
now strand miami without updat departur board cancel flightl flight,0
absolut terribl manag delay delay undelay delay time now offic hour,0
rude unreli horribl compani equal rude unreli horribl employe stay tune,0
phl take hour offload bag especi take min get jetway get plane land,0
flight philli gt mia bwahahaha delay hrs air min turn back around usairwaysfail,0
tire pay luggag amp less stellar custom servic notafanofyourmerg,0
heard debacl dca happen new orlean flight wewanttoknow,0
think littl weak sauc zero inflight entertain hour flight salt lake philadelphia,0
flew good weather land anoth technic issu gate improv servic lose custom,0
strand custom reflight book problem answer phone way treat platinum member,0
made reserv onlin receiv confirm email bank said transact went can u help,0
worst fli experi life flight schedul departur pm phl hrs late flightr guess,0
updat flight three hour delay thank,0
partner w differ hotel phl clarion prove difficult amp custom friend,0
truli dissapoint flight delay go miss connect expect rebook flight,0
kind screw day least outbound save strand,0
nightmar tri get costa rica phl today stuck miami one answer number,0
ummmm think us air comput hour flight hour late flight,0
comedi error continu get gate broken truck way fail,0
instruct say call just said,0
sinc loyal usair custom sure make right now want get home amp back work,1
fact get notifi hinder abil look altern flight snap,0
realli fudgin delay justwantmyb,0
just discov bill us reschedul flight cost second day lost work,0
today usair cancel flightl reschedul flight amp notifi us except possibl home phone help sinc co,0
get phone,0
thank ruin last night vacat worri flight y record,0
janet amp denphl flight cancel flightl saturday usair reschedul automat amp notifi us email addit cost,1
hrs tri reach real human final hold hrs synch reserv,0
idiot took plane amp gave someon els fudger flight philli orlando,0
miss flight rude csr flight till tuesday answer twitter help rt hope,0
delay hour tri get give us updat pleas,0
alway nice custom servic manag threaten custom stand understaf line last hour,0
just pass hour mark onholdwith call gave morn,0
lost amp found wife lost phone philli amp follow web instruct call answer,0
dinner reserv minut tri get sinc breakfast onholdwith,0
clt pleas send one cust svc rep cust svc counter assist line door httptcovqnpdoi,0
help hold almost two hour tri get home,0
pleas call late flightr accept neither hold hrs onholdwith,0
sit gate min us give,0
need wait hold hour websit work correct pleas respond,0
get answer question hold hour x get messag just said take call,0
hell overbook plane knew peopl actual seat assign inept uncar piss poorplan,0
worst servic reagan int rare post compani servic annoy weather relat flightd¡­incompet,0
hold hour get hour hold morn answer help,0
far phone wait time longer oscar coverag whatcustomerservic,0
chairman prefer lifetim mile us air reward firstclass upgrad usual,0
minut delay take minut wait check bag realli,0
hold minut terribl custom servic mess reserv httptcooylgeaoy,0
help get luggag back teen tri chang world dc flight usairway,0
southern hospit luggag deliveri servic sav aw great deliv empti promis luggag hrsampwait,0
st flight us air plane mechan issu wait minut help custom servic help manag,0
flight miss due mech issu food voucher transport differ airport rental reimburs,0
control stupid room plane come better mess us now,0
interest forward compliment never complaint world worst airlin goingforgreatnessfail,0
flight delay crew avail give get tpa hrs past schedul arriv,0
airport dca airlin mess flight also cover hotel cost dca hrs,0
line min mechan issu caus miss flight rep upset peopl httptcoxfwxsrwkha,0
entir flight crew flight bos phl wonder job make experi total suck,1
can someon pleas answer call waaaaaait,0
hold luggag hostag flight,0
major issu get boston crew except see thing roll philli,1
tri set phone interview day hope posit fill link work,0
call find rebook tomorrow ask number email day info,0
us airway care custom worst experi today us airway wife toddler,0
thank whole team time flight despit inclement weather httptcoeqepkkpsxm,1
rude staff said care market place food go vacat work nice huh,0
got stand list earlier flight dca status check bag suppos thank,0
